LSR_GOODS_CD,LSR_GOODS_NM,FCLTY_ROAD_NM_ADDR
89784,[제주 서귀포] 오늘은 녹차족욕,제주특별자치도 서귀포시 표선면 중산간동로 4772
89785,[경기] 양평 양떼목장 특가,경기도 양평군 용문면 은고갯길 112
89786,[서울 동대문] 호텔 스카이파크 캠핑 in the SKY,서울특별시 중구 을지로6가 현대시티타워 14층
89787,[강원 삼척] 강원종합박물관 입장권,강원도 삼척시 신기면 강원남부로 3016
89788,[경북] 울진아쿠아리움,경상북도 울진군 근남면 엑스포로 25
89789,[야놀자라이브★] 방콕 & 파타야 3박 5일 패키지,서울특별시 강남구 삼성로 512
89790,[대구] 이월드 + 짱구 페스티벌 전시회 PKG,대구 달서구 두류공원로 200
89791,[전남 여수] [특가] 여수 유월드,전라남도 여수시 소라면 안심산길 155
89792,[경기 화성] ★특가★ 제부도해상케이블카 서해랑(~10/31),경기도 화성시 서신면 전곡항로 1-10
89793,[전남] 화순 테마파크 소풍(가을대축제),전라남도 화순군 도곡면 지석로 1202-7
89794,[서울 강남] 신개념 스포테인먼트 시설 캘리클럽 청담점,서울특별시 강남구 선릉로 832
89795,[경기 인천] 신개념 스포테인먼트 시설 캘리클럽 송도 센트럴점,인천광역시 연수구 송도과학로16번길 33-4
89796,[경기 광명] 신개념 스포테인먼트 시설 캘리클럽 롯데몰 광명점,경기도 광명시 일직로 17
89797,[평창] 휘닉스평창 제트스키 렌탈샵,강원도 평창군 봉평면 태기로 151
89799,[인천투어패스 단독상품] 금풍양조장 : [MakerS],인천광역시 강화군 길상면 삼랑성길 8
89800,[경북/충북/강원/경기/인천] 찾아가는 양조장 체험,경상북도 영천시 금호읍 창산길 100-44
89801,[부산 해운대] 부산 요트투어 위드요트 프라이빗 투어,부산광역시 해운대구 해운대해변로 84
89802,[강원 홍천] 비발디파크 시즌패스,강원도 홍천군 서면 한치골길 262
89803,[충남 천안] 히어로플레이파크 천안점,충청남도 천안시 서북구 공원로 195
89804,[야놀자라이브★] 후쿠오카 자유여행,서울특별시 강남구 삼성로 512
89805,[야놀자라이브★] 후쿠오카 패키지,서울특별시 강남구 삼성로 512
89893,[서울] 아쿠아플라넷63 입장권 특가 (~11/20),서울특별시 영등포구 63로 50
89894,[경기] 아쿠아플라넷 일산 입장권 특가 (~11/30),경기도 고양시 일산서구 한류월드로 282
89895,[서울] 아쿠아플라넷63 입장권 특가 (~11/20),서울특별시 영등포구 63로 50
89896,[경기] 아쿠아플라넷 일산 입장권 특가 (~11/30),경기도 고양시 일산서구 한류월드로 282
89897,[김해] 롯데워터파크 로우시즌 종일권 특가,경상남도 김해시 장유로 555
89898,[경기] 아쿠아플라넷 광교 입장권 특가 (~11/30),경기도 수원시 영통구 광교호수공원로 300
89899,[대전] 엑스포 아쿠아리움 오싹한 할로윈 페스티벌,대전광역시 유성구 엑스포로 1
89900,[경기] 아쿠아플라넷 광교 입장권 특가 (~11/30),경기도 수원시 영통구 광교호수공원로 300
89901,[서울] ★특가★비비안 마이어 사진전,서울특별시 성동구 아차산로17길 49
89902,[부산 해운대] 부산 요트투어 요트오션 프라이빗 투어 (단독 대여),부산광역시 해운대구 해운대해변로 84
89903,[충남 아산] 아산스파비스 이용권 특가 (~11/30),충청남도 아산시 음봉면 아산온천로157번길 67
89904,[경북] 경북투어패스 통합권 특가,경상북도 경주시 양정로252번길 17-12
89905,[경북] 경주신라 투어패스 48시간권 특가,경상북도 경주시 양정로252번길 17-12
89906,[경북투어패스] 울릉아일랜드 투어패스 24/48시간권,경북 경주시 양정로252번길 17-12
89907,[경북] 울릉아일랜드 투어패스 24/48시간권 특가,경상북도 경주시 양정로252번길 17-12
89909,[홍천] 비발디파크 보드윤 스키렌탈샵,강원도 홍천군 서면 한치골길 1004
89916,"[대구] 라이크디즈위드 교동점 (광배군 사진전:SoSo한 일상, 사랑이니까)","대구광역시 중구 동성로 63, 3층"
89917,[경남 통영] 스카이라인 루지 통영 특가 (~11/30),경남 통영시 발개로 178
89918,[이천] 테르메덴 풀앤스파 추계시즌 특가 (~11/30),경기도 이천시 모가면 사실로 984
89919,[강원] 엘리시안강촌 캐나다스키 렌탈샵,강원도 춘천시 남산면 강촌로 87
89920,[서울 잠실] 롯데월드 아쿠아리움 입장권 10월 2차 특가(~11/20),서울 송파구 올림픽로 300
89921,[서울 잠실] 롯데월드 아쿠아리움 입장권 10월 2차 특가(~11/20),서울 송파구 올림픽로 300
89922,[충남/예산] 전통문화체험 테마파크 내포보부상촌,충청남도 예산군 덕산면 온천단지1로 55
89923,[부산] 광안리 아쿠아펠리스 불꽃축제 관람티켓,부산 수영구 광안해변로 225
89924,[서울 잠실] 서울스카이 입장권 10월 2차 특가 (~11/20),서울특별시 송파구 올림픽로 300
89925,[서울 잠실] 서울스카이 입장권 10월 2차 특가 (~11/20),서울특별시 송파구 올림픽로 300
89926,[경기 수원] 위더스D파크,경기도 수원시 권선구 장다리로 131
89927,[서울 삼성] 2022 코엑스 푸드위크,서울특별시 강남구 봉은사로 524
89928,[제주] 서프라이즈 테마파크,제주특별자치도 제주시 조천읍 남조로 2243
89929,[군위] 삼국유사테마파크 고스트&바비큐 축제,경상북도 군위군 의흥면 일연테마로 100
89930,[경기 파주] 파주 DMZ 케이블카 (~12/31),경기도 파주시 문산읍 임진각로 148-73
89931,[충남] 천안 오션어드벤처 종일권 + 조끼 특가,충청남도 천안시 동남구 성남면 종합휴양지로 200
89934,[경북] 예천 신라식물원,경상북도 예천군 감천면 충효로 1752
89935,"[경기 파주] 프랑스 자연사박물관 특별전 [바다, 미지로의 탐험2 특가]","경기도 파주시 탄현면 헤이리마을길 7,헤이리스 갤러리"
89936,[제주] 제주왕감귤체험농장,제주특별자치도 서귀포시 남원읍 남조로 204-5
89937,[기흥] 다이노베이 DINO BAY,경기도 용인시 기흥구 신고매로 59
89938,[부산] 부산 아쿠아리움 입장권 11월,부산광역시 해운대구 해운대해변로 266
89939,[동탄] 디스커버리 네이처스케이프 할로윈 특가,경기도 화성시 동탄대로5길 21
89940,[전지점] 히어로플레이파크 전지점,경기도 파주시 탄현면 헤이리마을길 93-75
89941,[★특가] 요기요 상품권 3만원권 특가,서울 서초구 서초대로38길 12
89942,[★특가] 요기요 상품권 1만원권 특가,서울 서초구 서초대로38길 12
89943,[★특가] 요기요 상품권 5만원권 특가,서울특별시 강남구 언주로 709
89944,[경주] 경주 와우주,경상북도 경주시 강변로 200
89945,[경기 용인] 하이브 패밀리테마파크,경기도 용인시 기흥구 기흥역로 63
89946,[경기 포천] 곤충 테마여행,경기도 포천시 가산면 시우동2길 44-5
89947,[경기 파주] 사파리 체험 테마파크,경기 파주시 탄현면 헤이리마을길 93-75
89948,[서울 서대문] 숲속한방랜드,서울특별시 서대문구 봉원사길 75-7
89949,[강릉] 애니멀스토리,강원도 강릉시 성산면 성연로 212-10
89950,[경기 용인] ★특가★ 에버랜드 종일이용권(~11/11),경기도 용인시 처인구 포곡읍 에버랜드로 199
89951,[부산] 센텀 스파랜드+솜씨당 PKG(~11/30),부산광역시 해운대구 센텀남대로 35
89952,[경기 하남] 지니아이 키즈카페,경기도 하남시 미사강변동로 95
89953,[서울 도봉] 키즈팡팡 키즈카페,서울특별시 도봉구 우이천로32길 38
89954,[부산] ZiBEZI IN 지비지 개인전 : 부산,부산광역시 부산진구 서면로 39
89955,[부산 동래] 키즈카페 스타루루 부산 동래점,부산광역시 동래구 중앙대로 1393
89956,[서울] 코엑스아쿠아리움 입장권(11/1~),서울특별시 강남구 영동대로 513
89957,[부산 해운대] 블루라인파크,부산광역시 해운대구 청사포로 116
89958,[전남 여수] 아쿠아플라넷 여수+ 해상케이블카 / 해상짚트랙 패키지,전라남도 여수시 오동도로 61-11
89959,[충남 아산] 키즈카페 까블랑 이용권,충청남도 아산시 시민로 129-3
89960,[서울 광진] 스파우트어드벤처 이용권,서울특별시 광진구 능동로 216
89961,[서울 광진구] 와우탐험대,서울특별시 광진구 능동로 216
89962,[제주] 고흐의 정원,제주특별자치도 서귀포시 성산읍 삼달신풍로 126-5
89963,[경기 시흥] 워너두 칠드런스 뮤지엄,경기도 시흥시 은계호수로 49
89964,[경기/서울] 테이크파이브,경기도 수원시 영통구 광교로 191
89965,[슈퍼얼리버드] 앙드레 브라질리에,서울특별시 서초구 남부순환로 2406
89966,[인천 부평] 팡요팡요 키즈카페 입장권,인천광역시 부평구 영성서로 3
89967,[마포] 색놀이터,서울 마포구 신수로 30
89968,[서울 광진] 플레이독스 이용권,서울특별시 광진구 능동로 163
89969,[광주] 키즈카페 스타루루 광주 수완점,광주광역시 광산구 장신로 98
89970,[경기 고양] 키즈66 드라이빙센터,경기도 고양시 덕양구 꽃내음1길 188
89971,[제주] 왕감귤체험농장 감귤체험,제주특별자치도 서귀포시 남원읍 한신로 442
89972,[제주 구좌] 로봇스퀘어,제주특별자치도 제주시 구좌읍 해맞이해안로 1032
90064,[강원 홍천] 비발디파크 네오스키 강습이벤트 끝까지 탄다,강원도 홍천군 서면 한치골길 759
90065,[전남 여수] 미남크루즈 힐링야경투어,전라남도 여수시 돌산읍 돌산로 3617-22
90066,[경기 용인] 에버랜드 종일이용권(방문날짜 지정) (11/1~11/30),경기도 용인시 처인구 포곡읍 에버랜드로 199
90069,[강원 춘천] 엘리시안 강촌 스키강습 어게인 레저친구 패키지,강원도 홍천군 서면 한치골길 759
90070,[부산] ZiBEZI IN 지비지 개인전 : 부산,부산광역시 부산진구 서면로 39
90071,[경북] 울진아쿠아리움,경상북도 울진군 근남면 엑스포로 25
90072,[전북 부안] 변산 오션플레이 11월 특가,전라북도 부안군 변산면 변산해변로 51
90073,[서울 삼성] 코엑스 아쿠아리움 무제한권 11월 (연간),서울특별시 강남구 영동대로 513
90074,[서울 잠실] 슈퍼윙스 키즈카페 잠실점,서울특별시 송파구 올림픽로 240
90075,[충남 천안] 오션어드벤처 종일권 2인/4인권 특가 (~12/10),충청남도 천안시 동남구 성남면 종합휴양지로 200
90076,[경남 양산] 에덴밸리 리조트 22/23 스키시즌권 할인판매,경상남도 양산시 원동면 어실로 1206
90077,[전북투어패스] 시간여행카페권(전주/군산),전라북도 전주시 완산구 전동성당길 100
90078,[충남] 천안 오션어드벤처 종일권 특가,충청남도 천안시 동남구 성남면 종합휴양지로 200
90079,[강원 홍천] 비발디파크 거북이 스키 클래스,강원도 홍천군 서면 한치골길 759
90080,[강원 정선] 하이원리조트 워터월드 비수기 이용권 특가,강원도 정선군 고한읍 하이원길 424
90081,[야놀자라이브★] 발리 항공권vs에어텔 4박 6일 패키지,서울특별시 강남구 삼성로 512
90082,[경기 광주] 곤지암스키 보드박스 333패키지,경기도 광주시 도척면 독고개길 402
90083,[대전 중구] 대전 아쿠아리움 연간권,대전광역시 중구 보문산공원로 469
90084,[강원 홍천] 비발디파크 넘버원 스키렌탈샵 넘버패스 패키지,강원도 홍천군 서면 한치골길 34
90085,[제주] 제주소시지학교 햄&소시지 만들기 체험,제주특별자치도 제주시 조천읍 교래2길 61
90086,[서울/부산] 키자니아 서울/부산 이용권 11월,서울 송파구 올림픽로 240
90087,[경기 용인] ★특가★ 에버랜드 종일이용권(~11/11),경기도 용인시 처인구 포곡읍 에버랜드로 199
90088,[강원 홍천] 비발디파크 힙한원픽강습 마스터,강원도 홍천군 서면 한치골길 702
90089,[제주 서귀포] 빛의 벙커 앵콜 얼리버드,제주 서귀포시 성산읍 고성리 2039-22
90090,[여수] 라테라스 리조트 스파&워터파크 입장권,전라남도 여수시 돌산읍 진모1길 29-12
90091,[경북 경주] 경주월드 11월,경상북도 경주시 보문로 544
90092,[강원 춘천] 엘리시안강촌 쓰리샷패키지,강원도 춘천시 남산면 서백길 86-4
90093,[경북 경주] 경주월드 11월 특가,경상북도 경주시 보문로 544
90094,[경기 용인] 캐리비안베이 미들시즌 종일/오후이용권(~10/31),경기도 용인시 처인구 포곡읍 에버랜드로 199
90095,[서울 송파] ★특가★ 롯데월드 어드벤처 종합이용권,서울특별시 송파구 올림픽로 240
90096,"[대구][특가] 스파크랜드 올데이패스 이용권(레드존,블루존 통합 사용권)",대구광역시 중구 동성로6길 61
90097,[용인] 에버랜드 오후이용권(방문날짜지정) (11/1~11/30),경기도 용인시 처인구 포곡읍 에버랜드로 199
90098,[경기 안성] 안성팜랜드 주중권,경기 안성시 공도읍 대신두길 28
90099,[경기 안성] 안성팜랜드 주말/공휴일권,경기 안성시 공도읍 대신두길 28
90100,[경남 통영] 스카이라인 루지 통영 특가 (~11/30),경남 통영시 발개로 178
90101,[대구] 이월드 자유이용권+알파카머리띠PKG,대구 달서구 두류공원로 200
90102,[경기 용인] 에버랜드 이용권(11/1~11/30),경기 용인시 처인구 포곡읍 에버랜드로 199
90103,[경기 용인] 에버랜드 이용권(11/1~11/30),경기 용인시 처인구 포곡읍 에버랜드로 199
90104,[고양] 원더래빗 입장권(11/1~12/31),경기도 고양시 덕양구 고양대로 1955
90105,[경기 용인] 에버랜드 이용권(11/1~11/30),경기 용인시 처인구 포곡읍 에버랜드로 199
90106,[경기 용인] ★특가★ 에버랜드 종일이용권(~11/11),경기도 용인시 처인구 포곡읍 에버랜드로 199
90107,[강원 양양] 오색탄산온천 (~12/31),강원도 양양군 서면 대청봉길 34
90108,[경북 문경] 문경 레일바이크 (~12/31),경상북도 문경시 마성면 구랑로 20
90109,"[경기 용인] 에버랜드 화,수,목 종일권(방문날짜지정) (11/1~11/30)",경기도 용인시 처인구 포곡읍 에버랜드로 199
90110,[경기 용인] 에버랜드 종일이용권(11/1~11/30),경기 용인시 처인구 포곡읍 에버랜드로 199
90111,[부산] 센텀 스파랜드(11/1~12/31),부산 해운대구 센텀남대로 35
90112,[김해] 롯데워터파크 로우시즌 종일권,경상남도 김해시 장유로 555
90113,[문경] 에코랄라 네이쳐콘서트 패키지권(11/12),경상북도 문경시 가은읍 왕능길 112
90114,[전남/광주] 쥬키아이스파크 이용권,광주광역시 남구 봉선중앙로131번길 11
90115,[하남] 아쿠아필드 찜질스파 하남점 (11/01~12/31),경기 하남시 미사대로 750
90116,[제주투어패스 특가] 48시간/72시간/120시간 프리패스 제주 자유이용권,제주특별자치도 제주시 노형로 89
90117,[제주] 제주농원 감귤체험 이용권,제주특별자치도 서귀포시 성산읍 서성일로 890
90118,[고양] 아쿠아필드 찜질스파 고양점(11/01~12/31),경기 고양시 덕양구 고양대로 1955
90119,[부천] 플레이아쿠아리움+동물원+파충류관,경기도 부천시 조마루로 2
90120,[부천] 플레이아쿠아리움+동물원+파충류관 (연간회원권),경기도 부천시 조마루로 2
90121,[안성] 아쿠아필드 찜질스파 안성점 (11/01~12/31),경기 안성시 공도읍 서동대로 3930-39
90122,[하남] 아쿠아필드 워터파크 하남점(11/1~12/31),경기도 하남시 미사대로 750
90123,[경기 광명] 광명동굴,경기도 광명시 가학로85번길 142
90124,[경기] 아쿠아필드 안성 워터파크 (11/01~12/31),경기도 안성시 공도읍 서동대로 3930-39
90125,[서울 잠실] 롯데월드 아쿠아리움 포토 패키지 11월,서울 송파구 올림픽로 300
90126,[서울 송파] 롯데월드타워 스카이브릿지 투어 11월,서울 송파구 올림픽로 300
90127,[경기 용인] 캐리비안베이 로시즌 종일/오후권(11/1~12/5),경기도 용인시 처인구 포곡읍 에버랜드로 199
90128,[남산] N서울타워 꿈키움 문예공모전,서울 용산구 남산공원길 105
90129,[서울 송파] 롯데월드 어드벤처 연간그린권 11월,서울특별시 송파구 올림픽로 240
90130,[남산] N서울타워 꿈키움 문예공모전,서울 용산구 남산공원길 105
90131,[서울 잠실] 롯데월드 아쿠아리움 + 째깍섬 놀이터 PKG 11월,서울 송파구 올림픽로 300
90132,[평창] 휘닉스평창 토레스 렌탈샵 보드/스키/장비/강습/커플/어린이,강원도 평창군 봉평면 태기로 353
90133,[서울 잠실] 롯데월드 아쿠아리움 입장권 11월,서울 송파구 올림픽로 300
90134,[경기 화성] 제부도해상케이블카 서해랑 (~12/31),경기도 화성시 서신면 전곡항로 1-10
90135,[부산] 롯데월드 어드벤처 부산 11월 그린권,부산광역시 기장군 기장읍 기장해안로 205
90136,[서울 잠실] 서울스카이 입장권 11월,서울특별시 송파구 올림픽로 300
90137,[부산] 롯데월드 어드벤처 부산 11월,부산광역시 기장군 기장읍 기장해안로 205
90138,[경기 용인] ★특가★ 에버랜드 종일이용권 (방문날짜 지정) (~11/30),경기도 용인시 처인구 포곡읍 에버랜드로 199
90139,[부산/송도] 송도해상케이블카 왕복 탑승권,부산광역시 서구 송도해변로 171
90140,★얼리버드 단독 특가★비발디파크 22/23시즌 리프트권 &리프트+렌탈권,강원도 홍천군 서면 한치골길 262
90141,★얼리버드 단독 특가★ 비발디파크 스노위랜드 종일권,강원도 홍천군 서면 한치골길 262
90228,[부산] 롯데월드어드벤처 부산 11월 식음금액권 PKG,부산광역시 기장군 기장읍 기장해안로 205
90229,[서울 잠실] 롯데월드 별밤 아쿠아리움 입장권 11월,서울 송파구 올림픽로 300
90230,[서울 잠실] 롯데월드 아쿠아리움 연간 마린프렌즈권 11월 특가,서울 송파구 올림픽로 300
90231,[서울 잠실] 롯데월드 아쿠아리움 연간 마린프렌즈권 11월 특가,서울 송파구 올림픽로 300
90232,[서울 잠실] 서울스카이 주야권 11월,서울특별시 송파구 올림픽로 300
90233,[고양] 아쿠아필드 루프탑풀 고양점(11/01~12/31),경기 고양시 덕양구 고양대로 1955
90234,[경기 고양] 원마운트 워터파크 (~11/30),경기도 고양시 일산서구 한류월드로 300
90235,[남산] N서울타워 연간멤버쉽 (유효기간~2023/11/30),서울 용산구 남산공원길 105
90236,[서울 잠실] 롯데월드 아쿠아리움 + 서울스카이 PKG 11월,서울 송파구 올림픽로 300
90237,[인천 중구] 파라다이스시티 씨메르 아쿠아스파권,인천광역시 중구 영종해안남로321번길 186
90238,[인천 중구] 파라다이스시티 씨메르 찜질스파 11월,인천광역시 중구 영종해안남로321번길 186
90239,[남산] N서울타워 연간멤버쉽 (유효기간~2023/11/30),서울 용산구 남산공원길 105
90240,[대구] 이월드 연간회원권 11월,대구 달서구 두류공원로 200
90241,[인천 중구] 파라다이스시티 원더박스 이용권 11월,인천광역시 중구 영종해안남로321번길 186
90242,[일산] 아쿠아플라넷 일산 입장권(~11/30),경기도 고양시 일산서구 한류월드로 282
90243,[대전] 오월드 자유이용권 주중권,대전광역시 중구 사정공원로 70
90244,[동탄] 디스커버리 네이처스케이프 12월 주중권,경기도 화성시 동탄대로5길 21
90245,[광교] 아쿠아플라넷 광교 입장권 11월,경기도 수원시 영통구 광교호수공원로 300
90246,[충남 부여] 롯데 부여 아쿠아가든,충청남도 부여군 규암면 백제문로 400
90247,[동탄] 디스커버리 네이처스케이프 12월 주말권,경기도 화성시 동탄대로5길 21
90248,[대구] 이월드 자유이용권 11월,대구 달서구 두류공원로 200
90249,[대구] 이월드 83타워&아이스링크 이용권 11월,대구광역시 달서구 두류공원로 200
90250,[부산] 부산엑스더스카이,부산광역시 해운대구 달맞이길 30
90251,[서울 송파] 롯데월드 어드벤처 종합이용권 11월,서울특별시 송파구 올림픽로 240
90252,[강원 평창] 휘닉스 평창 22/23 스키 시즌패스 2차,강원도 평창군 봉평면 태기로 174
90253,[부산] 롯데월드어드벤처 부산 11월 츄러스 패키지,부산광역시 기장군 기장읍 기장해안로 205
90254,[서울 잠실] 롯데월드 어드벤처 회전목마 인생사진 PKG 11월,서울특별시 송파구 올림픽로 240
90255,[서울 잠실] 롯데월드 어드벤처 인생네컷 PKG 11월,서울특별시 송파구 올림픽로 240
90256,[서울] 아쿠아플라넷63 통합딜 (~11/30),서울특별시 영등포구 63로 50
90257,[제주] 제주 다이노스 어라이브 -  Jeju Dinos Alive 8만 관객 돌파 기념 특가,제주특별자치도 서귀포시 안덕면 녹차분재로 218
90258,[경북 경주] 뽀로로 아쿠아빌리지 11월 종일권,경상북도 경주시 보문로 182-27
90259,[경기 동두천] 놀자숲,경기도 동두천시 탑동가산로 1
90260,[경북 경주] 뽀로로 아쿠아빌리지 11월 2시간권,경상북도 경주시 보문로 182-27
90261,[야놀자라이브★] 코타키나발루 체크아웃투어ONLY,서울특별시 강남구 삼성로 512
90262,[대구] 엘리바덴 신월성점 찜질스파,대구광역시 달서구 조암로 38
90263,[야놀자라이브★] 코타키나발루 항공권+체크아웃투어,서울특별시 강남구 삼성로 512
90264,[대구] 이월드 가족권 11월,대구 달서구 두류공원로 200
90265,[제주] 허브동산 포토존 족욕체험 미니골프,제주특별자치도 서귀포시 표선면 돈오름로 170
90266,[경주] 야경명소 엑스포대공원 루미나이트워크 이용권,경상북도 경주시 경감로 614
90267,[청도] 군파크 루지 겨울시즌권 앵콜판매,경상북도 청도군 화양읍 남성현로 350-30
90268,[서울 잠실] 롯데월드 어드벤처 매직패스 프리미엄 PKG 11월,서울특별시 송파구 올림픽로 240
90269,[안성] 스포츠몬스터 안성점 (11~12월),경기도 안성시 공도읍 서동대로 3930-39
90270,[하남] 스몹 하남점 11~12월,경기도 하남시 미사대로 750
90271,[대전] 스포츠몬스터 대전점 (11월~12월),대전광역시 유성구 엑스포로 1
90272,[울산] 키즈카페 스타루루 울산점,울산광역시 남구 삼산로 288
90275,[부산] 송도해상케이블카 왕복탑승권 11월,부산광역시 서구 송도해변로 171
90276,[서울 종로] 어노니머스 프로젝트,서울특별시 종로구 자하문로6길 18-8
90277,[서울 성동] 나탈리 카르푸셴코 사진전,서울특별시 성동구 아차산로17길 49
90278,[경기 시흥] 아시아최초 서핑테마파크 웨이브파크 특가★,경기 시흥시 거북섬둘레길 42
90279,[서울 잠실] 서울스카이 포토프레임PKG 11월,서울특별시 송파구 올림픽로 300
90280,[인사동] 박물관은살아있다x다이나믹메이즈 실내 테마파크,서울특별시 종로구 인사동길 12
90281,[22/23시즌] X4+ 시즌패스 2차판매,강원도 정선군 고한읍 하이원길 424
90282,[야놀자] 22/23시즌 X4+셔틀패스 2차판매,강원도 정선군 고한읍 하이원길 424
90283,[22/23시즌] X4+ 시즌패스 2차판매,강원도 정선군 고한읍 하이원길 424
90284,[경남 통영] 스카이라인 루지 통영 특가,경남 통영시 발개로 178
90285,[서울 잠실] 롯데월드 아쿠아리움 11월 1차 특가,서울 송파구 올림픽로 300
90286,[안산] 자이언트 제트 플레이파크,경기도 안산시 단원구 광덕1로 276
90287,[서울 잠실] 롯데월드 아쿠아리움 11월 1차 특가,서울 송파구 올림픽로 300
90288,[제주 서귀포] 제주 다이노스 어라이브 - Jeju Dinos Alive,제주특별자치도 서귀포시 안덕면 녹차분재로 218
90289,[서울 잠실] 서울스카이 입장권 11월 1차 특가,서울특별시 송파구 올림픽로 300
90290,[서울 잠실] 서울스카이 입장권 11월 1차 특가,서울특별시 송파구 올림픽로 300
90291,[부산] 광안리 아쿠아펠리스 찜질&해수온천 사우나,부산광역시 수영구 광안해변로 225
90292,[광교] 아쿠아플라넷 광교 입장권 11월 특가,경기도 수원시 영통구 광교호수공원로 300
90294,[특가]보통권(순천시민) 2023 순천만국제정원박람회,전라남도 순천시 국가정원1호길 47
90295,[제주 서귀포] 빛의 벙커 오픈특가,제주 서귀포시 성산읍 고성리 2039-22
90296,[김해] 롯데워터파크 너랑나랑 어묵이랑 패키지,경상남도 김해시 장유로 555
90297,[서울] 아쿠아플라넷63 맥스달튼 얼리버드 1차 특가,서울특별시 영등포구 63로 50
90298,[대구] 2022더 글라스(2022 THE GLASS),대구광역시 북구 엑스코로 10
90299,[경주] 소노벨 경주 오션플레이 로우시즌 종일권 (~12/23),경상북도 경주시 보문로 402-12
90301,"[파주] 헤이리예술마을 (그림, 향기를 만나다)","경기도 파주시 탄현면 헤이리마을길 59-58,센티드뮤제"
90302,[경기 용인] ★특가★ 에버랜드 종일이용권(~11/30),경기도 용인시 처인구 포곡읍 에버랜드로 199
90304,[경기 용인] ★특가★ 에버랜드 종일이용권 (~11/30),경기도 용인시 처인구 포곡읍 에버랜드로 199
90305,[부산 해운대] 부산 요트투어 요트메이트 프라이빗 투어(단독 대여),부산광역시 해운대구 해운대해변로 84
90306,[제주] 마라도가는 여객선,제주특별자치도 서귀포시 대정읍 송악관광로 424
90307,[제주] 더마파크 공연,제주특별자치도 제주시 한림읍 월림7길 155
90308,[화순] 키즈라라 테마파크,전라남도 화순군 도곡면 온천1길 35
90395,[전남 여수] 아쿠아플라넷 여수+낭만바다요트,전라남도 여수시 오동도로 61-11
90396,[일산] 국제아웃도어캠핑&레포츠페스티벌 더 파이널 시즌 PART 2 고카프,경기도 고양시 일산서구 킨텍스로 217-59
90397,[제주]그랑블루요트투어 럭셔리투어,제주특별자치도 서귀포시 대포로 172-7
90398,[제주]그랑블루요트투어 선셋투어,제주특별자치도 서귀포시 대포로 172-7
90399,[제주] 더마파크 카트,제주특별자치도 제주시 한림읍 월림7길 155
90400,[서울] 아쿠아플라넷 63 맥스달튼 얼리버드 1차 특가,서울특별시 영등포구 63로 50
90401,[제주] 더마파크 승마,제주특별자치도 제주시 한림읍 월림7길 155
90402,[서울 종로] 미러엑스(MIRROR-X) 전시 입장권,"서울특별시 종로구 삼청로 109,임스튜디오 건물전체"
90403,[제주] 더마파크 동물원 라온ZOO,제주특별자치도 제주시 한림읍 월림7길 155
90404,[서울 송파] ★특가★ 롯데월드 어드벤처 종합이용권,서울특별시 송파구 올림픽로 240
90405,[강원 홍천] 비발디파크 월별패스 시즌권(스키장 12월 무제한 사용),강원도 홍천군 서면 한치골길 262
90406,[부산] 벡스코 실내썰매+레이싱키즈월드,부산광역시 해운대구 APEC로 30
90407,[부산] 벡스코 상상체험 키즈월드,부산광역시 해운대구 APEC로 30
90408,[일산] 아쿠아플라넷 일산 입장권 특가 (~11/30),경기도 고양시 일산서구 한류월드로 282
90409,[일산] 아쿠아플라넷 일산 입장권 특가 (~12/31),경기도 고양시 일산서구 한류월드로 282
90410,[일산] 아쿠아플라넷 일산 입장권 특가 (~12/31),경기도 고양시 일산서구 한류월드로 282
90411,[일산] 아쿠아플라넷 일산 입장권 특가 (~12/31),경기도 고양시 일산서구 한류월드로 282
90412,[일산] 아쿠아플라넷 일산 입장권 특가 (~12/31),경기도 고양시 일산서구 한류월드로 282
90413,[부산] 부산투어패스 부산여행 36시간 프리패스권 특가,부산광역시 중구 용두산길 37-30
90414,[얼리버드] 앙드레 브라질리에,서울특별시 서초구 남부순환로 2406
90415,[강원 고성] 델피노 오션플레이 미들시즌(11/12~12/31),강원도 고성군 토성면 미시령옛길 1153
90416,[광교] 아쿠아플라넷 광교 입장권 특가 (~11/30),경기도 수원시 영통구 광교호수공원로 300
90417,[광교] 아쿠아플라넷 광교 입장권 특가 (~12/31),경기도 수원시 영통구 광교호수공원로 300
90418,[광교] 아쿠아플라넷 광교 입장권 특가 (~12/31),경기도 수원시 영통구 광교호수공원로 300
90419,[광교] 아쿠아플라넷 광교 입장권 특가 (~12/31),경기도 수원시 영통구 광교호수공원로 300
90420,[부산] 뮤지엄오브일루전 블프위크 스페셜 이벤트,"부산광역시 해운대구 수영강변대로 120, 비프힐 1층 중앙홀"
90421,[서울 종로] 미러엑스(MIRROR-X) 전시 입장권,"서울특별시 종로구 삼청로 109,임스튜디오 건물전체"
90423,[경기 화성] ★특가★ 제부도해상케이블카 서해랑(~11/30),경기도 화성시 서신면 전곡항로 1-10
90424,[제주] 크리스마스박물관 램프 만들기,제주특별자치도 서귀포시 안덕면 평화로 654
90425,[경기 광주] 22/23 곤지암리조트 리프트권 얼리버드,경기도 광주시 도척면 도척윗로 278
90426,[부산] 영화체험박물관+송도케이블카 패키지,부산광역시 서구 송도해변로 171
90427,[제주] 새별프렌즈 동물원,제주특별자치도 제주시 애월읍 평화로 1529
90428,[서울/부산] 키자니아 서울/부산 이용권 11월 특가,서울 송파구 올림픽로 240
