LSR_GOODS_CD,LSR_GOODS_NM
36179,[경북 경주] 캘리포니아비치 + 경주월드 BIG5 1인권
36180,[경북 경주] 캘리포니아비치 + 경주월드 BIG5 3/4인권
36181,[경북 경주] 캘리포니아비치 + 경주월드 BIG5 패밀리권
36182,[경북 경산] 펀펀비치 워터파크 : ★골드시즌 3차특가
36187,[강원 평창] 휘닉스평창 블루캐니언 종일권 : 극성수기 7/14~8/26
36191,[제주 제주시]코바 다이빙스쿨 스쿠버다이빙
36194,[제주 서귀포]비바잠수 제트보트
36197,[제주 애월]화조원 : 조류동물원
36198,[제주 서귀포]젠느프로젝트
36199,[제주 제주시]제주패들보드 서핑클럽
36202,[경기 가평] 레저캠프 수상레저[입장권포함] ★핫딜특가
36207,[전남 여수] 해상케이블카 ★핫딜특가
36212,[제주 서귀포]제주제트 파라세일링
36218,[제주 서귀포]토이파크
36219,[제주 서귀포]송악 카트체험장
36222,[제주 서귀포]가파도 여객선 : 운진항
36223,[제주 애월] 다인리조트 라이브가든 : 이색공연식사
36225,[서울 용산] 디뮤지엄 : 오늘 당신의 날씨는 어떤가요?
36226,[제주 조천]제주베스트힐 열기구체험
36234,[제주 서귀포]서광승마장
36241,[제주 구좌] 타보카 투명카약체험
36242,[제주 서귀포시] 이디BBQ 해비치호텔앤드리조트
36244,[제주 서귀포시] 중문국제컨벤션센터 델리지아 뷔페
36247,[제주 구좌] 김녕요트투어 : 요트체험
36248,[제주 애월] 페인터즈 히어로
36251,[제주 서귀포] 아라고나이트 심층 고온천 사우나 & 수영장
36252,[대전 중구] 대전아쿠아리움 연간회원권 (7/09~7/15)
36253,[경기 포천] 베어스타운 코코몽 야외수영장
36257,[서울/제주]1박2일 스쿠버다이빙 자격증 코스
36258,[경기 가평] 캠프통아일랜드 수상레저 1인권 (골드시즌 1/3)
36259,[전남 담양] 담양온천스파&사우나
36261,[강원 삼척] 강원종합박물관
36263,[제주 서귀포] 중문승마공원
36265,[춘천/가평] 북한강 레인보우 투어패스 준성수기(~7/20)
36267,[제주 제주시]삼성혈
36268,[제주 서귀포시] 마린파크
36270,경기 용인] 캐리비안베이 2인패키지(맘키즈패키지)
36271,[경기 양평] 양평 투어패스 ★특가
36275,[경북 경산] 경산 용암 웰빙스파 다회권
36277,[제주 구좌] 제주이야기 천연화장품 만들기 체험
36280,[경기 부천] 아인스월드 세계테마파크 주간권
36292,[경기 이천] 별빛정원 우주 ★핫딜특가
36293,[경기 가평] 2018 레드존 풀파티 ★핫딜특가
36317,[강원 속초] 설악워터피아 골드시즌 종일권
36323,[제주 서귀포]성산포유람선
36325,[제주 제주시]도두해수파크
36329,[제주 한경] 알프스 얼음 보석궁전 테마파크
36369,[경북 경주] 힐링 테마파크
36372,[서울 강남] K현대미술관 이상한나라의 괴짜들
36377,[경북 경주] 한화리조트 뽀로로 아쿠아빌리지 : 성수기(7/13~8/26)
36378,[부산 해운대] 벡스코 상상체험 키즈월드 시즌7 : ★원데이 특가
36379,[경기 고양] 일산 킨텍스 상상체험 키즈월드 시즌7 : ★원데이 특가
36387,[강원 평창] 알펜시아 오션700 : 성수기(7/14~8/19)
36390,[잠실/속초] 에코다이버스 프리다이빙 체험
36392,[충남 예산] 리솜스파캐슬 천천향 이용권
36393,[충남 태안] 안면도 리솜오션캐슬 아쿠아월드
36394,[충북 제천] 리솜 해브나인 힐링스파
36397,[경기 가평]파로티아 워터하우스 : BBQ+수영장+워터파크
36399,[강원 양양] 서피비치
36404,[서울 종로] 프리징아일랜드 : ★핫딜특가
36406,[경기 가평] 워터플레이 수상레저 : ★핫딜특가
36432,[경기 부천] 아인스월드 세계테마파크 야간권
36445,[서울 중구] 한국자전거나라의 덕수궁 야경투어
36451,[경기 부천] 웅진플레이도시 워터파크 골드시즌 이용권
36452,[경기 부천] 웅진플레이도시 뽀로로 플레이파크
36457,[대구 달서] 엘리바덴 신월성점
36459,[충남 공주]이안 숲속 주간권
36460,[충남 천안] 상록아쿠아피아 오후권 성수기 시즌
36465,[강원 양양] 38서프
36466,[제주 서귀포시] 해양동물박물관 : 이색동물박물관
36467,[강원 춘천] 중도 물레길카누
36468,[전남 여수] 여수해상케이블카 + 광양 와인동굴
36473,[서울 성동] 서울숲 르누아르展 여인의향기 : ★핫딜특가
36475,[경기 가평] 캠프통아일랜드 수상레저 4인권 (골드시즌 1/3)
36476,[경기 가평] 캠프통아일랜드 수상레저 6인권 (골드시즌 1/3)
36478,[서울 동대문] 라뜰리에
36481,[경기 고양] 일산 킨텍스 상상체험 키즈월드 시즌7 : ★원데이 특가
36482,[서울 마포] Off Route Fest 2018 : 난지한강공원
36484,[경기 가평] 캠프통아일랜드 수상레저 1인권 (골드시즌 2)
36486,[강원 춘천] 엘리시안 EDM 풀파티
36487,[경기 가평] 캠프통아일랜드 수상레저 4인권 (골드시즌 2)
36490,[경기 가평] 캠프통아일랜드 수상레저 6인권 (골드시즌 2)
36493,[경기 부천] 웅진플레이도시 뽀로로 플레이파크 + 플랜디
36495,[경기 부천] 아인스키즈 롤러장
36499,[충남 아산] 아산 레일바이크
36505,[충남 아산] 아산스파비스 종일권 : 극성수기
36510,[경기 가평] 리버랜드 수상레저 올인 PKG
36511,[경기 파주] 퍼스트 가든
36514,[전남 여수] 여수해상케이블카 + 스카이플라이
36521,[춘천/가평] 북한강 레인보우 투어패스 (성수기: 7/21~8/15) ★임팩트 특가 (7/23~7/29)
36522,[경북 경주] 플라잉 열기구
36524,[전남 여수] 여수해상케이블카 + 엑스포카트
36527,[경기 가평] 자메이카수상레저 : ★여름방학 특가
36528,[전남 여수] 여수 해양 레일바이크
36532,[충남 아산] 아산스파비스 종일권 : 성수기
36578,[충남 태안] 안면도 리솜오션캐슬 아쿠아월드 극성수기(7/27~8/15)
36579,[충북 제천] 리솜 해브나인 힐링스파 극성수기 (7/21~8/25)
36581,[경기 일산] 키즈월드가 만든 실내놀이터 킨텍스점 : ★원데이 특가
36585,[서울 용산] 로메로브리토 한국 특별전
36587,[경남 합천] 옐로우리버비치 자유이용권 골드시즌 (7/21~8/12)
36588,[경기 남양주] 레이크 수상레저
36590,[충남 공주] 이안 숲속 + 야외수영장
36592,[경기 가평] 자라섬 DJ 뮤직페스티벌 워터파크 물총축제
36593,[경기 포천] 신북온천 자유이용권
36597,[서울 성동] 2018 루프탑 워터파티
36609,[충남 예산] 리솜스파캐슬 천천향 이용권 극성수기(7/21~8/19)
36614,[경기 가평] 인기HOT스팟 BFS수상레저 : ★핫딜특가
36615,[서울 용산] 은하철도999 갤럭시 오디세이展 : ★핫딜특가
36622,[경기 고양] 일산 킨텍스 상상체험 키즈월드 시즌7 : ★원데이 특가
36625,[경북 경주] 캘리포니아비치 + 경주월드 BIG5 1인권
36626,[경북 경주] 캘리포니아비치 + 경주월드 BIG5 3/4인권
36627,[경북 경주] 캘리포니아비치 + 경주월드 BIG5  패밀리권
36630,[경기 가평] 마린보이 수상레저
36632,[경기 일산] 키즈월드가 만든 실내놀이터 킨텍스점 : ★여름방학 특가
36634,[경기 고양] 일산 킨텍스 상상체험 키즈월드 시즌7 : ★여름방학 특가
36640,[경기 용인] 캐리비안베이 오후권 2인
36642,[경기 용인] 캐리비안베이 종일권 (오후1시이후 에버랜드 무료자유이용)
36660,[서울 삼성] 코엑스 아쿠아리움 7월 (7/21~7/31)
36661,[충남 아산] 파라다이스 스파 도고 : 극성수기(7/21~8/15)
36664,[인천 중구] 영종씨사이드 레일바이크
36669,[경기 남양주] 웨이브서프 실내서핑&레저
36671,[경북 청도] 청도 용암온천+빛축제 패키지
36672,[경북 청도] 청도 용암온천 숙박+빛축제 패키지
36673,[경북 청도] 청도 용암온천 가족탕+빛축제 패키지
36680,[서울 용산] 한국자전거나라의 중앙박물관투어
36681,[강원 홍천] 오션월드 종일권 골드시즌
36683,[광주 동구] 하이주 광주점
36685,[대전 중구] 대전 아쿠아리움 : ★ 임팩트 특가
36688,[강원 평창] 휘닉스평창 블루캐니언 : ★ 핫딜 특가 (7/23~8/26)
36690,[서울 성수]  하이 아이스크림전 : ★ 임팩트 특가
36693,[제주] 신화월드 신화테마파크 + 상효원 : ★임팩트 특가
36695,[충남 아산] 아산스파비스 : ★임팩트 특가
36716,[경북 경산] 펀펀비치 워터파크 골드시즌
36721,[전남 화순] 금호리조트 아쿠아나 골드시즌
36726,[경북 경산] 펀펀비치 워터파크 : ★ 임팩트 특가
36737,[경기 일산] 원마운트 워터파크 : ★임팩트 특가
36744,[경기 용인] 에버랜드 종일/오후권
36791,"[서울 중구] 반얀트리 HI-5 FESTIVAL : Powered by BLUE MOON, COORS LIGHT, MILLER, KLOU"
36796,[경기 일산] 실내동물원 와우쥬  : ★핫딜특가
36797,[경기 양평] 오르다온 송백수목원 : ★핫딜특가
36798,[경북 경주] 캘리포니아비치 + 경주월드 BIG5 1인권 골드시즌
36799,[경북 경주] 캘리포니아비치 + 경주월드 BIG5 3/4인권 골드시즌
36800,[경북 경주] 캘리포니아비치 + 경주월드 BIG5  패밀리권
36801,[경남 김해] 롯데워터파크
36802,[인천 중구] 영종스카이리조트 워터파크
36810,[전남 곡성] 기차마을 패러글라이딩 체험
36813,[경기 가평] 을지문덕 마상쇼
36846,[경북 경주] 추억의 달동네
36849,[서울 마포] 한국자전거나라의 경복궁투어
36853,[경기 안양] 아이존팝 안양범계점
36855,"[강원 춘천] 제이드가든 : ★ 특가 15,000원"
36858,[경기 가평] 바하마수상레저 : ★ 특가 이벤트
36860,[경기 이천] 미란다호텔 스파플러스
36861,[경기 과천] 서울대공원 리프트 + 서울동물원 입장권 패키지
36862,[경남 산청] 지리산래프팅+ATV+서바이벌
36868,[전북 전주] 전주가맥축제 + 한옥마을 1일권
36873,[전남 여수] 해상케이블카
36874,[경기 용인] 캐리비안베이 + 자켓무료 + 에버랜드 오후무료
36876,[서울 서초] 평일 왕초보 방송 댄스반
36878,[전남 여수] 해상케이블카
36890,[서울 중구] 한국자전거나라의 덕수궁 주간투어
36894,[강원 강릉] 강릉 서프홀릭
36906,[전남 여수] 푸른마리나요트 퍼블릭투어
36907,[춘천/가평] 북한강 레인보우 투어패스 성수기 (7/21~8/15)
36909,[전북 부안] 원숭이학교&자연사박물관 ★핫딜특가
36910,[경남 합천] 블라블라 페스타 1+1 ★핫딜특가
36911,[충북 제천] 리솜 해브나인 힐링스파 극성수기
36927,[제주 제주시] 퍼시픽랜드+그리스신화박물관 반값할인! ★핫딜특가
36933,[전남 여수] 여수 해상레일바이크 ★핫딜특가
36934,[경기 양평] 세미원
36935,[제주 서귀포] 자바론서프
36938,[충북 단양] 강산에 레포츠
36939,[서울 성수] 인생사진관2 ★핫딜특가
36942,[경북 경주] 경주 버드파크
36943,[전남 여수] 디오션 워터파크 이용권 : 핫시즌III (8/6~8/26)
36962,[춘천/가평] 북한강 레인보우 투어패스 준성수기 (8/16~9/9)
36969,[서울 강서] 코코몽 키즈랜드 강서점
36971,[광주 북구] 코코몽 키즈랜드 광주역점
36972,[대전 중구] 코코몽 키즈랜드 대전 중앙로점
36973,[경기 수원] 코코몽 키즈랜드 동수원점
36974,[서울 삼성] 코엑스 아쿠아리움 8월(8/1~8/31)
36975,[경기 고양] 아이존팝 일산점(키덜트)
36982,[경기 가평] 철없는수상레저 ★핫딜특가
36987,[경기 일산] 원마운트 워터파크 8월
36988,[경기 일산] 원마운트 스노우파크 8월
36991,[대구 수성] 코코몽 키즈랜드 동아수성점
36992,[부산 금정] 코코몽 키즈랜드 부산대점
36995,[경기 부천] 코코몽 키즈랜드 부천 뉴코아점
36996,[서울 송파] 코코몽 키즈랜드 송파점
36997,[경북 경주] 밀레니엄 VR
36998,"[강원 홍천] 무더운 여름, 시원한 즐거움 찾아 알파카월드 가자"
37002,[경기 청평] 포세이돈 수상레저&숙박&바비큐 패키지
37006,[강원 양양] 마린서프
37007,[충남 당진] 삽교호 바다공원 워터파크 패키지
37008,[서울 목동] 목동종합사격장
37009,[전남 순천] 코코몽 키즈랜드 순천점
37010,[경기 안산] 코코몽 키즈랜드 안산점
37011,[인천 남동] 코코몽 키즈랜드 인천점
37012,[경기 평택] 코코몽 키즈랜드 평택점
37013,[경기 수원] 코코몽 키즈랜드 수원터미널점
37014,[경기 용인] 캐리비안베이 오후2인권+자켓대여 2인 패키지 (에버랜드 16시30분 무료이용)
37015,[서울 동대문] 한복 웨딩카페 : 한복체험 촬영
37016,[경북 경주] 프로방스 빛축제
37023,[서울 용산] 은하철도999 갤럭시 오디세이展
37024,[서울 서초] 예술의전당 신카이마코토展  : ★핫딜특가
37025,[경기 남양주] 코코몽팜빌리지&교통안전체험관
37026,[경기 가평] 초콜릿 연구소 뮤지엄
37030,[부산 부산진구] 삼정더파크 야간권
37031,[부산 수영] 아쿠아펠리스 워터파크
37043,[충남 아산] 아산스파비스 종일권 : 극성수기
37045,[경북 경주] 아라나비 짚트랙 : ★핫딜특가
37046,[경기 양평] 패러글라이딩파크
37048,[전북 전주] 레전드히어로즈 : 전주시가지점
37049,[강원 태백] 365세이프타운 자유이용권
37055,[경남 거제] 리우 수상레저
37057,[부산 동구] 오션 뮤직 페스티벌 (10/6~10/7)
37059,[강원 속초] 호텔 스파스토리 인 설악 스파 입장권
37062,[경기 일산] 원마운트 스노우파크 야간권 : ★핫딜
37075,[부산 북구] 포시즌파크 화명 야외수영장
37076,[전북 완주] 꿈꾸는아이 직업체험장
37077,[대구 달성] 스파밸리 워터파크 골드시즌 이용권
37078,[대구 달성] 스파밸리 워터파크 골드시즌 야간권
37079,[대구 달성] 스파밸리 워터파크 골드시즌 3/4인 종일권
37086,[강원 강릉] 강릉시티투어 1코스 월화거리
37090,[서울 여의도] K-STAR VR 체험 이용권 ★특가
37092,[서울 용산] 블루스퀘어 인터파크 VR ★바캉스 특가
37094,[경기 용인] 기간한정 캐리비안베이 종일권 + 에버랜드 오후1시이후 자유이용
37096,[강원 평창] 조나단 패러글라이딩 ★핫딜특가
37097,[경기 용인] 캐리비안베이 하이시즌 종일권
37098,[경기 용인] 에버랜드 종일/오후권(8/7~9/7)
37100,[경남 합천] 옐로우리버비치 주말 프리패스권
37106,[서울 중구] 반얀트리 HI-5 FESTIVAL ★핫딜특가
37110,[부산 해운대] SEA LIFE 부산아쿠아리움 ★여름특가
37111,[대구 수성] 아이니테마파크
37112,[경북 성주] 아라월드 수상레저
37113,[경기 용인] 캐리비안베이 이용권 총집합! : ★핫딜특가
37115,[서울 광진] 쥬티클럽 한강에서 즐기는 선셋카약
37116,[강원 인제] 내린천 미래래프팅
37117,[경기 고양] 배다골 테마파크 & 워터파크
37118,[경남 하동] 섬진강 카누클럽
37122,[경남 통영] 한산마리나 요트&해양레저
37124,[경기 용인] ★초특가! 캐리비안베이 패키지 (종일권+자켓+에버랜드 오후이용)
37126,[서울 여의도] 트렌디 스포츠페스티벌 & 선셋파티 : 8/11 OPEN!
37127,[경기 용인] 캐리비안베이 종일권 + 자켓대여 패키지
37132,[부산 해운대] 신세계 스파랜드 ★핫딜특가
37137,[경북 포항]아이존팝 포항점 (키덜트)
